transaction_date,security_title,shares,price_per_share,remaining_shares,accession_number,name,title,reporting_date,issuer_cik,owner_cik,buy_sell,ownership_nature,url,filing_date,company_stock_id
2025-12-09,Common Stock,548.0,223.31,510435.0,0001979088-25-000009,Kleinerman Christian,"EVP, Product Management",2025-12-08,1640147,1979088,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1640147/000197908825000009/xslF345X05/wk-form4_1765412010.xml,2025-12-10,-1.0
2025-12-09,Common Stock,814.0,223.31,48872.0,0001821737-25-000015,Dageville Benoit,Founder and Chief Architect,2025-12-08,1640147,1821737,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1640147/000182173725000015/xslF345X05/wk-form4_1765411987.xml,2025-12-10,-1.0
2025-12-09,Common Stock,1993.0,223.31,150456.0,0001402348-25-000006,Slootman Frank,Director,2025-12-08,1640147,1402348,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1402348/000140234825000006/xslF345X05/wk-form4_1765411880.xml,2025-12-10,-1.0
2025-12-05,Common Stock,23.0,233.073,24904.0,0001433644-25-000008,Speiser Michael L,Director,2025-12-05,1640147,1433644,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1433644/000143364425000008/xslF345X05/wk-form4_1765235164.xml,2025-12-08,-1.0
2025-12-05,Common Stock,33.0,232.108,24871.0,0001433644-25-000008,Speiser Michael L,Director,2025-12-05,1640147,1433644,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1433644/000143364425000008/xslF345X05/wk-form4_1765235164.xml,2025-12-08,-1.0
2025-12-05,Common Stock,115.0,230.793,24756.0,0001433644-25-000008,Speiser Michael L,Director,2025-12-05,1640147,1433644,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1433644/000143364425000008/xslF345X05/wk-form4_1765235164.xml,2025-12-08,-1.0
2025-12-05,Common Stock,232.0,230.131,24524.0,0001433644-25-000008,Speiser Michael L,Director,2025-12-05,1640147,1433644,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1433644/000143364425000008/xslF345X05/wk-form4_1765235164.xml,2025-12-08,-1.0
2025-12-05,Common Stock,2048.0,233.073,1358137.0,0001433644-25-000008,Speiser Michael L,Director,2025-12-05,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000143364425000008/xslF345X05/wk-form4_1765235164.xml,2025-12-08,-1.0
2025-12-05,Common Stock,2723.0,232.108,1355414.0,0001433644-25-000008,Speiser Michael L,Director,2025-12-05,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000143364425000008/xslF345X05/wk-form4_1765235164.xml,2025-12-08,-1.0
2025-12-05,Common Stock,9649.0,230.793,1345765.0,0001433644-25-000008,Speiser Michael L,Director,2025-12-05,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000143364425000008/xslF345X05/wk-form4_1765235164.xml,2025-12-08,-1.0
2025-12-05,Common Stock,19585.0,230.131,1326180.0,0001433644-25-000008,Speiser Michael L,Director,2025-12-05,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000143364425000008/xslF345X05/wk-form4_1765235164.xml,2025-12-08,-1.0
2025-12-05,Common Stock,782.0,233.073,518122.0,0001433644-25-000008,Speiser Michael L,Director,2025-12-05,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000143364425000008/xslF345X05/wk-form4_1765235164.xml,2025-12-08,-1.0
2025-12-05,Common Stock,1039.0,232.108,517083.0,0001433644-25-000008,Speiser Michael L,Director,2025-12-05,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000143364425000008/xslF345X05/wk-form4_1765235164.xml,2025-12-08,-1.0
2025-12-05,Common Stock,3681.0,230.793,513402.0,0001433644-25-000008,Speiser Michael L,Director,2025-12-05,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000143364425000008/xslF345X05/wk-form4_1765235164.xml,2025-12-08,-1.0
2025-12-05,Common Stock,7471.0,230.131,505931.0,0001433644-25-000008,Speiser Michael L,Director,2025-12-05,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000143364425000008/xslF345X05/wk-form4_1765235164.xml,2025-12-08,-1.0
2025-12-05,Common Stock,51.0,233.073,33545.0,0001433644-25-000008,Speiser Michael L,Director,2025-12-05,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000143364425000008/xslF345X05/wk-form4_1765235164.xml,2025-12-08,-1.0
2025-12-05,Common Stock,67.0,232.108,33478.0,0001433644-25-000008,Speiser Michael L,Director,2025-12-05,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000143364425000008/xslF345X05/wk-form4_1765235164.xml,2025-12-08,-1.0
2025-12-05,Common Stock,238.0,230.793,33240.0,0001433644-25-000008,Speiser Michael L,Director,2025-12-05,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000143364425000008/xslF345X05/wk-form4_1765235164.xml,2025-12-08,-1.0
2025-12-05,Common Stock,484.0,230.131,32756.0,0001433644-25-000008,Speiser Michael L,Director,2025-12-05,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000143364425000008/xslF345X05/wk-form4_1765235164.xml,2025-12-08,-1.0
2025-12-05,Common Stock,51.0,233.073,33545.0,0001433644-25-000008,Speiser Michael L,Director,2025-12-05,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000143364425000008/xslF345X05/wk-form4_1765235164.xml,2025-12-08,-1.0
2025-12-05,Common Stock,67.0,232.108,33478.0,0001433644-25-000008,Speiser Michael L,Director,2025-12-05,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000143364425000008/xslF345X05/wk-form4_1765235164.xml,2025-12-08,-1.0
2025-12-05,Common Stock,238.0,230.793,33240.0,0001433644-25-000008,Speiser Michael L,Director,2025-12-05,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000143364425000008/xslF345X05/wk-form4_1765235164.xml,2025-12-08,-1.0
2025-12-05,Common Stock,484.0,230.131,32756.0,0001433644-25-000008,Speiser Michael L,Director,2025-12-05,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000143364425000008/xslF345X05/wk-form4_1765235164.xml,2025-12-08,-1.0
2025-12-05,Common Stock,51.0,233.073,33545.0,0001433644-25-000008,Speiser Michael L,Director,2025-12-05,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000143364425000008/xslF345X05/wk-form4_1765235164.xml,2025-12-08,-1.0
2025-12-05,Common Stock,67.0,232.108,33478.0,0001433644-25-000008,Speiser Michael L,Director,2025-12-05,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000143364425000008/xslF345X05/wk-form4_1765235164.xml,2025-12-08,-1.0
2025-12-05,Common Stock,238.0,230.793,33240.0,0001433644-25-000008,Speiser Michael L,Director,2025-12-05,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000143364425000008/xslF345X05/wk-form4_1765235164.xml,2025-12-08,-1.0
2025-12-05,Common Stock,484.0,230.131,32756.0,0001433644-25-000008,Speiser Michael L,Director,2025-12-05,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000143364425000008/xslF345X05/wk-form4_1765235164.xml,2025-12-08,-1.0
2025-12-05,Common Stock,51.0,233.073,33545.0,0001433644-25-000008,Speiser Michael L,Director,2025-12-05,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000143364425000008/xslF345X05/wk-form4_1765235164.xml,2025-12-08,-1.0
2025-12-05,Common Stock,67.0,232.108,33478.0,0001433644-25-000008,Speiser Michael L,Director,2025-12-05,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000143364425000008/xslF345X05/wk-form4_1765235164.xml,2025-12-08,-1.0
2025-12-05,Common Stock,238.0,230.793,33240.0,0001433644-25-000008,Speiser Michael L,Director,2025-12-05,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000143364425000008/xslF345X05/wk-form4_1765235164.xml,2025-12-08,-1.0
2025-12-05,Common Stock,484.0,230.131,32756.0,0001433644-25-000008,Speiser Michael L,Director,2025-12-05,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000143364425000008/xslF345X05/wk-form4_1765235164.xml,2025-12-08,-1.0
2025-12-01,Common Stock,10000.0,249.53,512450.0,0001979088-25-000008,Kleinerman Christian,"EVP, Product Management",2025-12-01,1640147,1979088,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1640147/000197908825000008/xslF345X05/wk-form4_1764809671.xml,2025-12-03,-1.0
2025-11-28,Common Stock,25000.0,249.65,50519.0,0001821737-25-000014,Dageville Benoit,Founder and Chief Architect,2025-11-28,1640147,1821737,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1640147/000182173725000014/xslF345X05/wk-form4_1764639666.xml,2025-12-01,-1.0
2025-11-13,Common Stock,25000.0,264.45,50519.0,0001821737-25-000013,Dageville Benoit,Founder and Chief Architect,2025-11-13,1640147,1821737,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1640147/000182173725000013/xslF345X05/wk-form4_1763160646.xml,2025-11-14,-1.0
2025-11-07,Common Stock,2292.0,261.494,1391898.0,0001433644-25-000007,Speiser Michael L,Director,2025-11-07,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000143364425000007/xslF345X05/wk-form4_1762822622.xml,2025-11-10,-1.0
2025-11-07,Common Stock,31713.0,257.0,1360185.0,0001433644-25-000007,Speiser Michael L,Director,2025-11-07,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000143364425000007/xslF345X05/wk-form4_1762822622.xml,2025-11-10,-1.0
2025-11-07,Common Stock,26.0,261.494,25304.0,0001433644-25-000007,Speiser Michael L,Director,2025-11-07,1640147,1433644,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1433644/000143364425000007/xslF345X05/wk-form4_1762822622.xml,2025-11-10,-1.0
2025-11-07,Common Stock,377.0,257.0,24927.0,0001433644-25-000007,Speiser Michael L,Director,2025-11-07,1640147,1433644,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1433644/000143364425000007/xslF345X05/wk-form4_1762822622.xml,2025-11-10,-1.0
2025-11-07,Common Stock,875.0,261.494,531002.0,0001433644-25-000007,Speiser Michael L,Director,2025-11-07,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000143364425000007/xslF345X05/wk-form4_1762822622.xml,2025-11-10,-1.0
2025-11-07,Common Stock,12098.0,257.0,518904.0,0001433644-25-000007,Speiser Michael L,Director,2025-11-07,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000143364425000007/xslF345X05/wk-form4_1762822622.xml,2025-11-10,-1.0
2025-11-07,Common Stock,57.0,261.494,34379.0,0001433644-25-000007,Speiser Michael L,Director,2025-11-07,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000143364425000007/xslF345X05/wk-form4_1762822622.xml,2025-11-10,-1.0
2025-11-07,Common Stock,783.0,257.0,33596.0,0001433644-25-000007,Speiser Michael L,Director,2025-11-07,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000143364425000007/xslF345X05/wk-form4_1762822622.xml,2025-11-10,-1.0
2025-11-07,Common Stock,57.0,261.494,34379.0,0001433644-25-000007,Speiser Michael L,Director,2025-11-07,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000143364425000007/xslF345X05/wk-form4_1762822622.xml,2025-11-10,-1.0
2025-11-07,Common Stock,783.0,257.0,33596.0,0001433644-25-000007,Speiser Michael L,Director,2025-11-07,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000143364425000007/xslF345X05/wk-form4_1762822622.xml,2025-11-10,-1.0
2025-11-07,Common Stock,57.0,261.494,34379.0,0001433644-25-000007,Speiser Michael L,Director,2025-11-07,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000143364425000007/xslF345X05/wk-form4_1762822622.xml,2025-11-10,-1.0
2025-11-07,Common Stock,783.0,257.0,33596.0,0001433644-25-000007,Speiser Michael L,Director,2025-11-07,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000143364425000007/xslF345X05/wk-form4_1762822622.xml,2025-11-10,-1.0
2025-11-07,Common Stock,57.0,261.494,34379.0,0001433644-25-000007,Speiser Michael L,Director,2025-11-07,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000143364425000007/xslF345X05/wk-form4_1762822622.xml,2025-11-10,-1.0
2025-11-07,Common Stock,783.0,257.0,33596.0,0001433644-25-000007,Speiser Michael L,Director,2025-11-07,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000143364425000007/xslF345X05/wk-form4_1762822622.xml,2025-11-10,-1.0
2025-10-31,Common Stock,5000.0,275.0,38568.0,0001979088-25-000007,Kleinerman Christian,"EVP, Product Management",2025-10-31,1640147,1979088,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1640147/000197908825000007/xslF345X05/wk-form4_1762293752.xml,2025-11-04,-1.0
2025-11-03,Common Stock,10000.0,277.73,522450.0,0001979088-25-000007,Kleinerman Christian,"EVP, Product Management",2025-10-31,1640147,1979088,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1640147/000197908825000007/xslF345X05/wk-form4_1762293752.xml,2025-11-04,-1.0
2025-10-30,Common Stock,25000.0,265.0,50519.0,0001821737-25-000012,Dageville Benoit,Founder and Chief Architect,2025-10-30,1640147,1821737,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1640147/000182173725000012/xslF345X05/wk-form4_1761948621.xml,2025-10-31,-1.0
2025-10-16,Common Stock,25000.0,246.0,50519.0,0001821737-25-000011,Dageville Benoit,Founder and Chief Architect,2025-10-16,1640147,1821737,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1640147/000182173725000011/xslF345X05/wk-form4_1761000573.xml,2025-10-20,-1.0
2025-10-08,Common Stock,5000.0,250.0,43568.0,0001979088-25-000006,Kleinerman Christian,"EVP, Product Management",2025-10-08,1640147,1979088,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1640147/000197908825000006/xslF345X05/wk-form4_1760138887.xml,2025-10-10,-1.0
2025-10-03,Common Stock,16.0,236.019,34876.0,0001628280-25-044394,Speiser Michael L,Director,2025-10-03,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000162828025044394/xslF345X05/wk-form4_1759798172.xml,2025-10-06,-1.0
2025-10-03,Common Stock,440.0,234.383,34436.0,0001628280-25-044394,Speiser Michael L,Director,2025-10-03,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000162828025044394/xslF345X05/wk-form4_1759798172.xml,2025-10-06,-1.0
2025-10-03,Common Stock,27.0,241.486,35249.0,0001628280-25-044394,Speiser Michael L,Director,2025-10-03,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000162828025044394/xslF345X05/wk-form4_1759798172.xml,2025-10-06,-1.0
2025-10-03,Common Stock,30.0,240.47,35219.0,0001628280-25-044394,Speiser Michael L,Director,2025-10-03,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000162828025044394/xslF345X05/wk-form4_1759798172.xml,2025-10-06,-1.0
2025-10-03,Common Stock,114.0,239.349,35105.0,0001628280-25-044394,Speiser Michael L,Director,2025-10-03,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000162828025044394/xslF345X05/wk-form4_1759798172.xml,2025-10-06,-1.0
2025-10-03,Common Stock,44.0,238.724,35061.0,0001628280-25-044394,Speiser Michael L,Director,2025-10-03,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000162828025044394/xslF345X05/wk-form4_1759798172.xml,2025-10-06,-1.0
2025-10-03,Common Stock,108.0,237.506,34953.0,0001628280-25-044394,Speiser Michael L,Director,2025-10-03,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000162828025044394/xslF345X05/wk-form4_1759798172.xml,2025-10-06,-1.0
2025-10-03,Common Stock,61.0,236.16,34892.0,0001628280-25-044394,Speiser Michael L,Director,2025-10-03,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000162828025044394/xslF345X05/wk-form4_1759798172.xml,2025-10-06,-1.0
2025-10-03,Common Stock,16.0,236.019,34876.0,0001628280-25-044394,Speiser Michael L,Director,2025-10-03,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000162828025044394/xslF345X05/wk-form4_1759798172.xml,2025-10-06,-1.0
2025-10-03,Common Stock,440.0,234.383,34436.0,0001628280-25-044394,Speiser Michael L,Director,2025-10-03,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000162828025044394/xslF345X05/wk-form4_1759798172.xml,2025-10-06,-1.0
2025-10-03,Common Stock,27.0,241.486,35249.0,0001628280-25-044394,Speiser Michael L,Director,2025-10-03,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000162828025044394/xslF345X05/wk-form4_1759798172.xml,2025-10-06,-1.0
2025-10-03,Common Stock,30.0,240.47,35219.0,0001628280-25-044394,Speiser Michael L,Director,2025-10-03,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000162828025044394/xslF345X05/wk-form4_1759798172.xml,2025-10-06,-1.0
2025-10-03,Common Stock,115.0,239.349,35104.0,0001628280-25-044394,Speiser Michael L,Director,2025-10-03,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000162828025044394/xslF345X05/wk-form4_1759798172.xml,2025-10-06,-1.0
