transaction_date,security_title,shares,price_per_share,remaining_shares,accession_number,name,title,reporting_date,issuer_cik,owner_cik,buy_sell,ownership_nature,url,filing_date,company_stock_id
2025-10-03,Common Stock,44.0,238.724,35060.0,0001628280-25-044394,Speiser Michael L,Director,2025-10-03,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000162828025044394/xslF345X05/wk-form4_1759798172.xml,2025-10-06,-1.0
2025-10-03,Common Stock,108.0,237.506,34952.0,0001628280-25-044394,Speiser Michael L,Director,2025-10-03,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000162828025044394/xslF345X05/wk-form4_1759798172.xml,2025-10-06,-1.0
2025-10-03,Common Stock,61.0,236.16,34891.0,0001628280-25-044394,Speiser Michael L,Director,2025-10-03,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000162828025044394/xslF345X05/wk-form4_1759798172.xml,2025-10-06,-1.0
2025-10-03,Common Stock,16.0,236.019,34875.0,0001628280-25-044394,Speiser Michael L,Director,2025-10-03,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000162828025044394/xslF345X05/wk-form4_1759798172.xml,2025-10-06,-1.0
2025-10-03,Common Stock,439.0,234.383,34436.0,0001628280-25-044394,Speiser Michael L,Director,2025-10-03,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000162828025044394/xslF345X05/wk-form4_1759798172.xml,2025-10-06,-1.0
2025-10-03,Common Stock,27.0,241.486,35249.0,0001628280-25-044394,Speiser Michael L,Director,2025-10-03,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000162828025044394/xslF345X05/wk-form4_1759798172.xml,2025-10-06,-1.0
2025-10-03,Common Stock,30.0,240.47,35219.0,0001628280-25-044394,Speiser Michael L,Director,2025-10-03,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000162828025044394/xslF345X05/wk-form4_1759798172.xml,2025-10-06,-1.0
2025-10-03,Common Stock,115.0,239.349,35104.0,0001628280-25-044394,Speiser Michael L,Director,2025-10-03,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000162828025044394/xslF345X05/wk-form4_1759798172.xml,2025-10-06,-1.0
2025-10-03,Common Stock,44.0,238.724,35060.0,0001628280-25-044394,Speiser Michael L,Director,2025-10-03,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000162828025044394/xslF345X05/wk-form4_1759798172.xml,2025-10-06,-1.0
2025-10-03,Common Stock,108.0,237.506,34952.0,0001628280-25-044394,Speiser Michael L,Director,2025-10-03,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000162828025044394/xslF345X05/wk-form4_1759798172.xml,2025-10-06,-1.0
2025-10-03,Common Stock,61.0,236.16,34891.0,0001628280-25-044394,Speiser Michael L,Director,2025-10-03,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000162828025044394/xslF345X05/wk-form4_1759798172.xml,2025-10-06,-1.0
2025-10-03,Common Stock,16.0,236.019,34875.0,0001628280-25-044394,Speiser Michael L,Director,2025-10-03,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000162828025044394/xslF345X05/wk-form4_1759798172.xml,2025-10-06,-1.0
2025-10-03,Common Stock,439.0,234.383,34436.0,0001628280-25-044394,Speiser Michael L,Director,2025-10-03,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000162828025044394/xslF345X05/wk-form4_1759798172.xml,2025-10-06,-1.0
2025-10-03,Common Stock,1109.0,241.486,1427086.0,0001628280-25-044393,Speiser Michael L,Director,2025-10-03,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000162828025044393/xslF345X05/wk-form4_1759798057.xml,2025-10-06,-1.0
2025-10-03,Common Stock,1205.0,240.47,1425881.0,0001628280-25-044393,Speiser Michael L,Director,2025-10-03,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000162828025044393/xslF345X05/wk-form4_1759798057.xml,2025-10-06,-1.0
2025-10-03,Common Stock,4634.0,239.349,1421247.0,0001628280-25-044393,Speiser Michael L,Director,2025-10-03,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000162828025044393/xslF345X05/wk-form4_1759798057.xml,2025-10-06,-1.0
2025-10-03,Common Stock,1780.0,238.724,1419467.0,0001628280-25-044393,Speiser Michael L,Director,2025-10-03,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000162828025044393/xslF345X05/wk-form4_1759798057.xml,2025-10-06,-1.0
2025-10-03,Common Stock,4372.0,237.506,1415095.0,0001628280-25-044393,Speiser Michael L,Director,2025-10-03,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000162828025044393/xslF345X05/wk-form4_1759798057.xml,2025-10-06,-1.0
2025-10-03,Common Stock,2485.0,236.16,1412610.0,0001628280-25-044393,Speiser Michael L,Director,2025-10-03,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000162828025044393/xslF345X05/wk-form4_1759798057.xml,2025-10-06,-1.0
2025-10-03,Common Stock,657.0,236.019,1411953.0,0001628280-25-044393,Speiser Michael L,Director,2025-10-03,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000162828025044393/xslF345X05/wk-form4_1759798057.xml,2025-10-06,-1.0
2025-10-03,Common Stock,17763.0,234.383,1394190.0,0001628280-25-044393,Speiser Michael L,Director,2025-10-03,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000162828025044393/xslF345X05/wk-form4_1759798057.xml,2025-10-06,-1.0
2025-10-03,Common Stock,13.0,241.486,25720.0,0001628280-25-044393,Speiser Michael L,Director,2025-10-03,1640147,1433644,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1433644/000162828025044393/xslF345X05/wk-form4_1759798057.xml,2025-10-06,-1.0
2025-10-03,Common Stock,14.0,240.47,25706.0,0001628280-25-044393,Speiser Michael L,Director,2025-10-03,1640147,1433644,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1433644/000162828025044393/xslF345X05/wk-form4_1759798057.xml,2025-10-06,-1.0
2025-10-03,Common Stock,55.0,239.349,25651.0,0001628280-25-044393,Speiser Michael L,Director,2025-10-03,1640147,1433644,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1433644/000162828025044393/xslF345X05/wk-form4_1759798057.xml,2025-10-06,-1.0
2025-10-03,Common Stock,21.0,238.724,25630.0,0001628280-25-044393,Speiser Michael L,Director,2025-10-03,1640147,1433644,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1433644/000162828025044393/xslF345X05/wk-form4_1759798057.xml,2025-10-06,-1.0
2025-10-03,Common Stock,52.0,237.506,25578.0,0001628280-25-044393,Speiser Michael L,Director,2025-10-03,1640147,1433644,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1433644/000162828025044393/xslF345X05/wk-form4_1759798057.xml,2025-10-06,-1.0
2025-10-03,Common Stock,29.0,236.16,25549.0,0001628280-25-044393,Speiser Michael L,Director,2025-10-03,1640147,1433644,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1433644/000162828025044393/xslF345X05/wk-form4_1759798057.xml,2025-10-06,-1.0
2025-10-03,Common Stock,8.0,236.019,25541.0,0001628280-25-044393,Speiser Michael L,Director,2025-10-03,1640147,1433644,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1433644/000162828025044393/xslF345X05/wk-form4_1759798057.xml,2025-10-06,-1.0
2025-10-03,Common Stock,211.0,234.383,25330.0,0001628280-25-044393,Speiser Michael L,Director,2025-10-03,1640147,1433644,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1433644/000162828025044393/xslF345X05/wk-form4_1759798057.xml,2025-10-06,-1.0
2025-10-03,Common Stock,423.0,241.486,544427.0,0001628280-25-044393,Speiser Michael L,Director,2025-10-03,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000162828025044393/xslF345X05/wk-form4_1759798057.xml,2025-10-06,-1.0
2025-10-03,Common Stock,459.0,240.47,543968.0,0001628280-25-044393,Speiser Michael L,Director,2025-10-03,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000162828025044393/xslF345X05/wk-form4_1759798057.xml,2025-10-06,-1.0
2025-10-03,Common Stock,1768.0,239.349,542200.0,0001628280-25-044393,Speiser Michael L,Director,2025-10-03,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000162828025044393/xslF345X05/wk-form4_1759798057.xml,2025-10-06,-1.0
2025-10-03,Common Stock,679.0,238.724,541521.0,0001628280-25-044393,Speiser Michael L,Director,2025-10-03,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000162828025044393/xslF345X05/wk-form4_1759798057.xml,2025-10-06,-1.0
2025-10-03,Common Stock,1668.0,237.506,539853.0,0001628280-25-044393,Speiser Michael L,Director,2025-10-03,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000162828025044393/xslF345X05/wk-form4_1759798057.xml,2025-10-06,-1.0
2025-10-03,Common Stock,948.0,236.16,538905.0,0001628280-25-044393,Speiser Michael L,Director,2025-10-03,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000162828025044393/xslF345X05/wk-form4_1759798057.xml,2025-10-06,-1.0
2025-10-03,Common Stock,251.0,236.019,538654.0,0001628280-25-044393,Speiser Michael L,Director,2025-10-03,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000162828025044393/xslF345X05/wk-form4_1759798057.xml,2025-10-06,-1.0
2025-10-03,Common Stock,6777.0,234.383,531877.0,0001628280-25-044393,Speiser Michael L,Director,2025-10-03,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000162828025044393/xslF345X05/wk-form4_1759798057.xml,2025-10-06,-1.0
2025-10-03,Common Stock,27.0,241.486,35249.0,0001628280-25-044393,Speiser Michael L,Director,2025-10-03,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000162828025044393/xslF345X05/wk-form4_1759798057.xml,2025-10-06,-1.0
2025-10-03,Common Stock,30.0,240.47,35219.0,0001628280-25-044393,Speiser Michael L,Director,2025-10-03,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000162828025044393/xslF345X05/wk-form4_1759798057.xml,2025-10-06,-1.0
2025-10-03,Common Stock,114.0,239.349,35105.0,0001628280-25-044393,Speiser Michael L,Director,2025-10-03,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000162828025044393/xslF345X05/wk-form4_1759798057.xml,2025-10-06,-1.0
2025-10-03,Common Stock,44.0,238.724,35061.0,0001628280-25-044393,Speiser Michael L,Director,2025-10-03,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000162828025044393/xslF345X05/wk-form4_1759798057.xml,2025-10-06,-1.0
2025-10-03,Common Stock,108.0,237.506,34953.0,0001628280-25-044393,Speiser Michael L,Director,2025-10-03,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000162828025044393/xslF345X05/wk-form4_1759798057.xml,2025-10-06,-1.0
2025-10-03,Common Stock,61.0,236.16,34892.0,0001628280-25-044393,Speiser Michael L,Director,2025-10-03,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000162828025044393/xslF345X05/wk-form4_1759798057.xml,2025-10-06,-1.0
2025-10-02,Common Stock,25000.0,234.64,50519.0,0001821737-25-000010,Dageville Benoit,President of Products,2025-10-02,1640147,1821737,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1640147/000182173725000010/xslF345X05/wk-form4_1759794208.xml,2025-10-06,-1.0
2025-09-30,Common Stock,11801.0,223.218,241854.0,0002038740-25-000003,Raghunathan Vivek,"SVP, Engineering and Support",2025-09-30,1640147,2038740,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1640147/000203874025000003/xslF345X05/wk-form4_1759443623.xml,2025-10-02,-1.0
2025-10-01,Common Stock,10000.0,223.88,532450.0,0001979088-25-000005,Kleinerman Christian,"EVP, Product Management",2025-10-01,1640147,1979088,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1640147/000197908825000005/xslF345X05/wk-form4_1759443590.xml,2025-10-02,-1.0
2025-09-24,Common Stock,1658.0,225.255,31745.0,0002012024-25-000004,Ho Emily,Chief Accounting Officer,2025-09-24,1640147,2012024,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1640147/000201202425000004/xslF345X05/wk-form4_1758927111.xml,2025-09-26,-1.0
2025-09-23,Common Stock,2611.0,230.48,542450.0,0001979088-25-000004,Kleinerman Christian,"EVP, Product Management",2025-09-22,1640147,1979088,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1640147/000197908825000004/xslF345X05/wk-form4_1758758867.xml,2025-09-24,-1.0
2025-09-23,Common Stock,869.0,230.48,50519.0,0001821737-25-000009,Dageville Benoit,President of Products,2025-09-23,1640147,1821737,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1640147/000182173725000009/xslF345X05/wk-form4_1758757990.xml,2025-09-24,-1.0
2025-09-18,Common Stock,25000.0,219.36,52277.0,0001821737-25-000007,Dageville Benoit,President of Products,2025-09-18,1640147,1821737,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1640147/000182173725000007/xslF345X05/wk-form4_1758320824.xml,2025-09-19,-1.0
2025-09-16,Common Stock,7551.0,221.24,153226.0,0001402348-25-000004,Slootman Frank,Director,2025-09-15,1640147,1402348,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1402348/000140234825000004/xslF345X05/wk-form4_1758150426.xml,2025-09-17,-1.0
2025-09-16,Common Stock,2975.0,221.24,547724.0,0001979088-25-000003,Kleinerman Christian,"EVP, Product Management",2025-09-15,1640147,1979088,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1640147/000197908825000003/xslF345X05/wk-form4_1758150403.xml,2025-09-17,-1.0
2025-09-16,Common Stock,1912.0,221.24,52277.0,0001821737-25-000006,Dageville Benoit,President of Products,2025-09-15,1640147,1821737,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1640147/000182173725000006/xslF345X05/wk-form4_1758150357.xml,2025-09-17,-1.0
2025-09-09,Common Stock,1938.0,223.86,162737.0,0001640147-25-000202,Slootman Frank,Director,2025-09-08,1640147,1402348,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1402348/000164014725000202/xslF345X05/wk-form4_1757549085.xml,2025-09-10,-1.0
2025-09-09,Common Stock,1081.0,223.86,56139.0,0001640147-25-000201,Dageville Benoit,President of Products,2025-09-08,1640147,1821737,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1640147/000164014725000201/xslF345X05/wk-form4_1757549049.xml,2025-09-10,-1.0
2025-09-09,Common Stock,548.0,223.86,553733.0,0001640147-25-000196,Kleinerman Christian,"EVP, Product Management",2025-09-08,1640147,1979088,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1640147/000164014725000196/xslF345X05/wk-form4_1757548878.xml,2025-09-10,-1.0
2025-09-04,Common Stock,25000.0,222.92,58325.0,0001640147-25-000192,Dageville Benoit,President of Products,2025-09-04,1640147,1821737,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1640147/000164014725000192/xslF345X05/wk-form4_1757372881.xml,2025-09-08,-1.0
2025-09-05,Common Stock,603.0,223.651,1461597.0,0001640147-25-000190,Speiser Michael L,Director,2025-09-05,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000164014725000190/xslF345X05/wk-form4_1757372684.xml,2025-09-08,-1.0
2025-09-05,Common Stock,7788.0,224.312,1453809.0,0001640147-25-000190,Speiser Michael L,Director,2025-09-05,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000164014725000190/xslF345X05/wk-form4_1757372684.xml,2025-09-08,-1.0
2025-09-05,Common Stock,25614.0,225.036,1428195.0,0001640147-25-000190,Speiser Michael L,Director,2025-09-05,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000164014725000190/xslF345X05/wk-form4_1757372684.xml,2025-09-08,-1.0
2025-09-05,Common Stock,7.0,223.651,26129.0,0001640147-25-000190,Speiser Michael L,Director,2025-09-05,1640147,1433644,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1433644/000164014725000190/xslF345X05/wk-form4_1757372684.xml,2025-09-08,-1.0
2025-09-05,Common Stock,93.0,224.312,26036.0,0001640147-25-000190,Speiser Michael L,Director,2025-09-05,1640147,1433644,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1433644/000164014725000190/xslF345X05/wk-form4_1757372684.xml,2025-09-08,-1.0
2025-09-05,Common Stock,303.0,225.036,25733.0,0001640147-25-000190,Speiser Michael L,Director,2025-09-05,1640147,1433644,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1433644/000164014725000190/xslF345X05/wk-form4_1757372684.xml,2025-09-08,-1.0
2025-09-05,Common Stock,230.0,223.651,557593.0,0001640147-25-000190,Speiser Michael L,Director,2025-09-05,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000164014725000190/xslF345X05/wk-form4_1757372684.xml,2025-09-08,-1.0
2025-09-05,Common Stock,2971.0,224.312,554622.0,0001640147-25-000190,Speiser Michael L,Director,2025-09-05,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000164014725000190/xslF345X05/wk-form4_1757372684.xml,2025-09-08,-1.0
2025-09-05,Common Stock,9772.0,225.036,544850.0,0001640147-25-000190,Speiser Michael L,Director,2025-09-05,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000164014725000190/xslF345X05/wk-form4_1757372684.xml,2025-09-08,-1.0
2025-09-05,Common Stock,15.0,223.651,36101.0,0001640147-25-000190,Speiser Michael L,Director,2025-09-05,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000164014725000190/xslF345X05/wk-form4_1757372684.xml,2025-09-08,-1.0
2025-09-05,Common Stock,192.0,224.312,35909.0,0001640147-25-000190,Speiser Michael L,Director,2025-09-05,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000164014725000190/xslF345X05/wk-form4_1757372684.xml,2025-09-08,-1.0
2025-09-05,Common Stock,633.0,225.036,35276.0,0001640147-25-000190,Speiser Michael L,Director,2025-09-05,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000164014725000190/xslF345X05/wk-form4_1757372684.xml,2025-09-08,-1.0
2025-09-05,Common Stock,15.0,223.651,36101.0,0001640147-25-000190,Speiser Michael L,Director,2025-09-05,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000164014725000190/xslF345X05/wk-form4_1757372684.xml,2025-09-08,-1.0
2025-09-05,Common Stock,192.0,224.312,35909.0,0001640147-25-000190,Speiser Michael L,Director,2025-09-05,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000164014725000190/xslF345X05/wk-form4_1757372684.xml,2025-09-08,-1.0
2025-09-05,Common Stock,633.0,225.036,35276.0,0001640147-25-000190,Speiser Michael L,Director,2025-09-05,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000164014725000190/xslF345X05/wk-form4_1757372684.xml,2025-09-08,-1.0
2025-09-05,Common Stock,15.0,223.651,36101.0,0001640147-25-000190,Speiser Michael L,Director,2025-09-05,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000164014725000190/xslF345X05/wk-form4_1757372684.xml,2025-09-08,-1.0
2025-09-05,Common Stock,192.0,224.312,35909.0,0001640147-25-000190,Speiser Michael L,Director,2025-09-05,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000164014725000190/xslF345X05/wk-form4_1757372684.xml,2025-09-08,-1.0
2025-09-05,Common Stock,633.0,225.036,35276.0,0001640147-25-000190,Speiser Michael L,Director,2025-09-05,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000164014725000190/xslF345X05/wk-form4_1757372684.xml,2025-09-08,-1.0
2025-09-05,Common Stock,15.0,223.651,36101.0,0001640147-25-000190,Speiser Michael L,Director,2025-09-05,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000164014725000190/xslF345X05/wk-form4_1757372684.xml,2025-09-08,-1.0
2025-09-05,Common Stock,192.0,224.312,35909.0,0001640147-25-000190,Speiser Michael L,Director,2025-09-05,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000164014725000190/xslF345X05/wk-form4_1757372684.xml,2025-09-08,-1.0
2025-09-05,Common Stock,633.0,225.036,35276.0,0001640147-25-000190,Speiser Michael L,Director,2025-09-05,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000164014725000190/xslF345X05/wk-form4_1757372684.xml,2025-09-08,-1.0
2025-09-02,Common Stock,10000.0,233.5,527336.0,0001979088-25-000002,Kleinerman Christian,"EVP, Product Management",2025-09-02,1640147,1979088,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1640147/000197908825000002/xslF345X05/wk-form4_1757025673.xml,2025-09-04,-1.0
2025-08-28,Common Stock,6250.0,220.11,58325.0,0001821737-25-000005,Dageville Benoit,President of Products,2025-08-28,1640147,1821737,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1640147/000182173725000005/xslF345X05/wk-form4_1756507175.xml,2025-08-29,-1.0
2025-08-28,Common Stock,32031.0,225.654,843559.0,0001402348-25-000003,Slootman Frank,Director,2025-08-28,1640147,1402348,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1402348/000140234825000003/xslF345X05/wk-form4_1756506967.xml,2025-08-29,-1.0
2025-08-28,Common Stock,56938.0,226.354,786621.0,0001402348-25-000003,Slootman Frank,Director,2025-08-28,1640147,1402348,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1402348/000140234825000003/xslF345X05/wk-form4_1756506967.xml,2025-08-29,-1.0
2025-08-28,Common Stock,90615.0,227.517,696006.0,0001402348-25-000003,Slootman Frank,Director,2025-08-28,1640147,1402348,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1402348/000140234825000003/xslF345X05/wk-form4_1756506967.xml,2025-08-29,-1.0
2025-08-28,Common Stock,58120.0,228.711,637886.0,0001402348-25-000003,Slootman Frank,Director,2025-08-28,1640147,1402348,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1402348/000140234825000003/xslF345X05/wk-form4_1756506967.xml,2025-08-29,-1.0
2025-08-28,Common Stock,82378.0,229.441,555508.0,0001402348-25-000003,Slootman Frank,Director,2025-08-28,1640147,1402348,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1402348/000140234825000003/xslF345X05/wk-form4_1756506967.xml,2025-08-29,-1.0
2025-08-28,Common Stock,17290.0,230.481,538218.0,0001402348-25-000003,Slootman Frank,Director,2025-08-28,1640147,1402348,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1402348/000140234825000003/xslF345X05/wk-form4_1756506967.xml,2025-08-29,-1.0
2025-08-28,Common Stock,153215.0,231.771,385003.0,0001402348-25-000003,Slootman Frank,Director,2025-08-28,1640147,1402348,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1402348/000140234825000003/xslF345X05/wk-form4_1756506967.xml,2025-08-29,-1.0
2025-08-28,Common Stock,126839.0,232.44,258164.0,0001402348-25-000003,Slootman Frank,Director,2025-08-28,1640147,1402348,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1402348/000140234825000003/xslF345X05/wk-form4_1756506967.xml,2025-08-29,-1.0
2025-08-28,Common Stock,23708.0,233.431,234456.0,0001402348-25-000003,Slootman Frank,Director,2025-08-28,1640147,1402348,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1402348/000140234825000003/xslF345X05/wk-form4_1756506967.xml,2025-08-29,-1.0
2025-08-28,Common Stock,35575.0,234.659,198881.0,0001402348-25-000003,Slootman Frank,Director,2025-08-28,1640147,1402348,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1402348/000140234825000003/xslF345X05/wk-form4_1756506967.xml,2025-08-29,-1.0
2025-08-28,Common Stock,31223.0,235.594,167658.0,0001402348-25-000003,Slootman Frank,Director,2025-08-28,1640147,1402348,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1402348/000140234825000003/xslF345X05/wk-form4_1756506967.xml,2025-08-29,-1.0
2025-08-28,Common Stock,2151.0,236.412,165507.0,0001402348-25-000003,Slootman Frank,Director,2025-08-28,1640147,1402348,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1402348/000140234825000003/xslF345X05/wk-form4_1756506967.xml,2025-08-29,-1.0
2025-08-21,Common Stock,18750.0,192.81,58325.0,0001821737-25-000003,Dageville Benoit,President of Products,2025-08-21,1640147,1821737,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1640147/000182173725000003/xslF345X05/wk-form4_1755900561.xml,2025-08-22,-1.0
2025-08-07,Common Stock,25000.0,215.0,58325.0,0001628280-25-039700,Dageville Benoit,President of Products,2025-08-07,1640147,1821737,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1640147/000162828025039700/xslF345X05/wk-form4_1754954612.xml,2025-08-11,-1.0
2025-08-01,Common Stock,10000.0,216.0,537336.0,0001640147-25-000173,Kleinerman Christian,"EVP, Product Management",2025-08-01,1640147,1979088,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1640147/000164014725000173/xslF345X05/wk-form4_1754350190.xml,2025-08-04,-1.0
2025-08-01,Common Stock,26449.0,208.553,1469756.0,0001640147-25-000171,Speiser Michael L,Director,2025-08-01,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000164014725000171/xslF345X05/wk-form4_1754349824.xml,2025-08-04,-1.0
2025-08-01,Common Stock,7556.0,209.17,1462200.0,0001640147-25-000171,Speiser Michael L,Director,2025-08-01,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000164014725000171/xslF345X05/wk-form4_1754349824.xml,2025-08-04,-1.0
2025-08-01,Common Stock,314.0,208.553,26225.0,0001640147-25-000171,Speiser Michael L,Director,2025-08-01,1640147,1433644,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1433644/000164014725000171/xslF345X05/wk-form4_1754349824.xml,2025-08-04,-1.0
2025-08-01,Common Stock,89.0,209.17,26136.0,0001640147-25-000171,Speiser Michael L,Director,2025-08-01,1640147,1433644,Sell,Direct,https://www.sec.gov/Archives/edgar/data/1433644/000164014725000171/xslF345X05/wk-form4_1754349824.xml,2025-08-04,-1.0
2025-08-01,Common Stock,10090.0,208.553,560706.0,0001640147-25-000171,Speiser Michael L,Director,2025-08-01,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000164014725000171/xslF345X05/wk-form4_1754349824.xml,2025-08-04,-1.0
2025-08-01,Common Stock,2883.0,209.17,557823.0,0001640147-25-000171,Speiser Michael L,Director,2025-08-01,1640147,1433644,Sell,Indirect,https://www.sec.gov/Archives/edgar/data/1433644/000164014725000171/xslF345X05/wk-form4_1754349824.xml,2025-08-04,-1.0
